judul                                                                    ,isi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,tanggal                          ,kategori
Saat Luhut Bawa Pohon Mangrove buat IKN Minta Berkat Paus Fransiskus     ,"Menteri Koordinator Bidang Kemaritiman dan Investasi Indonesia Luhut Binsar Pandjaitan membawa pohon mangrove ke hadapan Pemimpin Gereja Katolik seluruh dunia dan Kepala Negara Takhta Suci Vatikan Paus Fransiskus.
                                                                          Mangrove itu dibawa ke depan Paus saat mereka hadir di Graha Pemuda, Jakarta, Rabu (4/9). Luhut meminta Paus memberkati mangrove yang akan ditanam di Jakarta hingga ibu kota baru Indonesia, Ibu Kota Nusantara (IKN).
                                                                          
                                                                          Dia sempat mengatakan ada lima pohon yang bakal didoakan paus dan ditanam di berbagai wilayah. Namun, yang nanti ditampilkan hanya satu pohon sebagai simbol.
                                                                          ""Nanti secara simbolik minta Paus blessing (mendoakan) mangrove,"" kata dia di acara tersebut.
                                                                          Luhut lalu berujar, ""Nanti kita tanam di lima provinsi, satu di Jakarta, IKN, Bali.""
                                                                          
                                                                          
                                                                          Usai Luhut membawa pohon itu, Paus tampak menuangkan tanah ke pot lalu menyiram dengan sedikit air.
                                                                          Paus mengunjungi Graha Pemuda untuk bertemu kelompok muda sekaligus perwakilan siswa-siswi dari sejumlah sekolah di Jakarta dan wilayah lain. Agenda ini diinisiasi organisasi pendidikan global Scholas Occurentes.
                                                                          Kunjungan itu berlangsung setelah Paus menghadiri misa di Gereja Katedral, Jakarta.
                                                                          
                                                                          Sebelumnya, Paus sempat bertemu dengan Presiden Indonesia Joko Widodo dan pejabat lain di Istana Merdeka. Dalam pertemuan ini, dia menyampaikan bahwa kekerasan timbul karena penguasa yang ingin menyeragamkan.
                                                                          Paus berada di Indonesia dari 3-6 September. Setelah itu, dia akan terbang ke Papua Nugini, Timor Leste, hingga Singapura."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ," Kamis, 05 Sep 2024 12:49 WIB " ,Internasional
Motif Pelaku Pemerkosaan Maut Siswi SMP di Palembang Dipicu Film Porno   ,"Polisi mengungkapkan motif empat pelaku pemerkosaan dan pembunuhan terhadap seorang siswi SMP berinisial AA (13) di Palembang, Sumatera Selatan.
                                                                          Kapolrestabes Palembang Kombes Harryo Sugihhartono menyebut aksi bejat tersebut dilakukan empat pelaku yang masih di bawah umur untuk menyalurkan hasrat usai menonton video porno.
                                                                          Harryo menjelaskan mulanya tersangka IS mengumpulkan sejumlah video porno di ponsel miliknya. Ia juga mengaku sempat menonton film tersebut sebelum memerkosa dan membunuh korban.
                                                                          ""Kami telah menyita bukti yang ditemukan di HP milik pelaku. Ditemukan beberapa video cabul (film porno) yang telah dikumpulkan IS (pelaku utama),"" jelasnya kepada wartawan Kamis (5/9).
                                                                          
                                                                          Harryo mengatakan pelaku IS sebelumnya juga terlebih dahulu berkumpul dengan tiga tersangka lainnya yakni MZ, NS dan AS di rumahnya. Ketika itu, tersangka IS kemudian merencanakan aksi pemerkosaan sebelum bertemu dengan korban.
                                                                          ""Mereka memang sudah berniat melakukan rudapaksa (pemerkosaan) terhadap korban. Namun, tanpa disadari (pelaku), tindakan tersebut berakibat fatal yang menyebabkan kematian korban,"" tuturnya.
                                                                          
                                                                          
                                                                          Jasad AA ditemukan warga di kuburan Cina, Kecamatan Sukarami, Palembang pada Minggu (1/9).
                                                                          Dari pemeriksaan sementara, IS mengajak korban untuk menonton pertunjukan kuda kepang, kemudian dibelokkan ke lokasi kuburan Cina.
                                                                          Ketika tiba di lokasi, pelaku membekap hidung dan mulut korban hingga lemas. Setelah itu, rekan-rekan pelaku yang telah berada di lokasi berinisial MZ (13), NZ (12), dan AS (12) ikut mencabuli korban.
                                                                          Setelah mencabuli korban, para pelaku berpindah ke lokasi kedua yang berjarak kurang lebih 30 menit dari tempat pertama. Lokasi kedua itu adalah titik ditemukannya jasad korban oleh warga.
                                                                          
                                                                          Baca berita lengkapnya di sini."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ," Kamis, 05 Sep 2024 20:13 WIB " ,Nasional
20 Anggota DPRD Bangkalan-Sampang Gadai SK untuk Utang hingga Rp1 M      ,"Sebanyak 20 anggota Dewan Perwakilan Rakyat Daerah (DPRD) Kabupaten Bangkalan, Jawa Timur, menggadaikan Surat Keputusan (SK) jabatan mereka ke bank usai dilantik sebagai wakil rakyat.
                                                                          SK jabatan tersebut digunakan sebagai agunan untuk pengajuan kredit di Bank Jatim. Sistha, Penyedia Kredit Bank Jatim Cabang Bangkalan, mengungkapkan bahwa pengajuan pinjaman ini bervariasi dalam jumlahnya.
                                                                          ""Sampai saat ini, ada sekitar 20 anggota DPRD Bangkalan yang menggadaikan SK untuk mengajukan pinjaman ke Bank Jatim,"" kata Sistha saat dihubungi.
                                                                          Dari puluhan anggota yang mengajukan pinjaman, nilai pinjaman berkisar antara Rp500 juta hingga Rp1 miliar.
                                                                          Sistha juga menjelaskan bahwa jumlah anggota dewan yang menggadaikan SK ini kemungkinan bisa bertambah. Proses pengumpulan berkas masih berlangsung secara bertahap.
                                                                          
                                                                          ""Kami masih menunggu pengumpulan berkas. Pengajuan pinjaman ini bertahap, tidak langsung,"" tambahnya.
                                                                          Saat ditanya mengenai identitas anggota DPRD yang mengajukan pinjaman, Sistha enggan memberikan rincian lebih lanjut, termasuk apakah berasal dari pimpinan dewan atau anggota partai tertentu.
                                                                          ""Kami tidak mengetahui secara pasti dari partai mana saja atau apakah dari unsur pimpinan atau anggota. Yang jelas, ada sekitar 20 anggota DPRD Bangkalan yang sudah mengajukan pinjaman,"" ujarnya.
                                                                          Sistha berharap semua anggota DPRD terpilih di Kabupaten Bangkalan, yang berjumlah 50 orang, dapat menggadaikan SK mereka untuk pengajuan pinjaman di Bank Jatim.
                                                                          ""Harapan kami, semua anggota DPRD Kabupaten Bangkalan bisa mengajukan pinjaman ke Bank Jatim dengan menggadaikan SK,"" tutupnya.
                                                                          Peristiwa yang sama juga terjadi di Kabupaten Sampang pasca wakil rakyat dilantik. Direktur Utama Bank Sampang, Syaifulloh Asyik mengungkapkan bahwa sudah ada 15 legislator yang mengajukan pinjaman.
                                                                          Mereka terdiri dari anggota DPRD lama yang terpilih kembali serta anggota DPRD baru.
                                                                          
                                                                          ""Proses pengajuan pinjaman telah melalui prosedur perbankan, termasuk persetujuan dari Sekretariat DPRD dan Bendahara untuk keperluan pemotongan gaji,"" jelas Syaifulloh.
                                                                          Ia juga menambahkan bahwa alasan para wakil rakyat yang baru dilantik menggadaikan SK mereka ke bank bervariasi, mulai dari membayar hutang kampanye, membeli rumah, merenovasi rumah, hingga untuk kepentingan keluarga.
                                                                          Sejauh ini belum ada pernyataan dari anggota DPRDterkait penggadaian SK ini. CNNIndonesia masih berupaya meminta keterangan DPRDterkait hal ini."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 19:57 WIB " ,Nasional
"Parpol Terkendala Silon, Masinton PDIP Ditolak Daftar Cabup Tapteng"    ,"Pendaftaran pasangan bakal calon Bupati dan Wakil Bupati Tapanuli Tengah (Tapteng), Masinton Pasaribudan Mahmud Efendidi Pilkada Tapteng 2024 ditolakKPU.
                                                                          Keduanya ditolakkarena partai pengusung belum mendaftarkan Masinton dan Mahmud melalui Sistem Informasi Pencalonan (Silon).
                                                                          Wakil Ketua DPD PDI Perjuangan (Sumut)Sarma Hutajulumenyebut pendaftaran ke Silon oleh PDIP dan Partai Buruh terkendala sehingga mereka mencoba mendaftar secara manual. Atas penolakan itu,Sarmameminta KPUmembuat berita acara penolakan tersebut.
                                                                          ""Hendaknya dalam sebuah keputusan, yang dikeluarkan oleh KPU Kabupaten Tapanuli Tengah, kami mau ada berita acara tertulis,"" ucap Sarma mengutip detikcom, Rabu (4/9).
                                                                          Sementara Ketua KPU Tapteng Wahid Pasaribu menyampaikan pihaknya tidak akan menerima berkas pencalonan jika tidak melalui Silon.
                                                                          Sempat terjadi perdebatan antara PDIP dan KPU terkait persoalan Silon ini. Meski pihak PDIP terus meminta agar pendaftaran manual diterima, pihak KPU tetap menolak.
                                                                          ""Dengan segala hormat, berkas kami kembalikan,"" ucap Wahid Pasaribu menolak berkas pendaftaran pasangan Masinton-Mahmud.
                                                                          
                                                                          Baca berita lengkapnya di sini."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ," Kamis, 05 Sep 2024 19:46 WIB " ,Nasional
Keluarga Siswi SMP Korban Pemerkosaan Maut Desak Pelaku Dihukum Berat    ,"Pihak keluarga dari remaja putrikorban pemerkosaan dan pembunuhan di Palembang berinisial AA (13)mendesak para pelaku dihukum berat.
                                                                          Jasad AA ditemukan dalam kondisi mengenaskanoleh warga di kuburan Cina atau TPUTalang Kerikil, Kecamatan Sukarami, Palembang pada Minggu (1/9) siang. Beberapa waktu kemudian remaja putri itu diketahui sebagai korban pemerkosaan dan pembunuhan, polisi menangkap empat terduga pelaku yang masih di bawah umur.
                                                                          
                                                                          ""Kami berharap hukuman yang setimpal dengan aksi para pelaku. Walaupun (ternyata) masih di bawah umur, tetap harus diberikan hukuman seberat-beratnya,"" kata Marlinayang merupakan bibi dari korban, Rabu (4/9).
                                                                          Marlina mengatakan, orang tua AA hingga kini masih stres berat. Mereka, kata dia, masih sedih dan berduka atas kejadian yang menimpa putrinya itu.
                                                                          ""Kondisi orang tua korban masih stres, terlebih ayahnya. Masih tak menyangka (atas kejadian tersebut),"" ungkapnya.
                                                                          
                                                                          
                                                                          Terpisah, KapolrestabesPalembang Kombes Pol HarryoSugihartonomengatakan diduga otak pelaku perbuatan bejat tersebut adalah IS (16) yang diketahui sebagai pacar korban. Dari pemeriksaan, IS sebelumnya mengajak korban untuk menonton pertunjukan kuda kepang di Kelurahan Pipa Reja, namun kemudian dibawa ke kuburan Cina tersebut.
                                                                          ""Modusnya dengan mengajak korban jalan. Korban kemudian diajak ke lokasi (TPU) dekat krematorium,"" kata dia, Rabu lalu.
                                                                          Ketika tiba di lokasi, korban AA dibekap hidung dan mulutnya hingga lemas oleh pelaku IS. Harryo menjelaskan, di lokasi sudah ada tiga rekan pelaku yang menunggu yakni MZ (13), NZ (12), dan AS (12).
                                                                          ""Setelah korban lemas, para pelaku kemudian mencabuli (perkosa) korban secara bergilir. Diawali oleh IS, MZ, NZ, dan AS,"" katanya.
                                                                          Setelah memperkosa korban, lanjutnya, para pelaku berpindah ke TKP selanjutnya. Lokasi kedua berjarak kurang lebih 30 menit dari yang pertama. Harryo menyebut, di sanalah lokasi korban ditemukan tak bernyawa.
                                                                          ""Di TKP kedua, korban kembali dicabuli dalam keadaan telah meninggal dunia. Mereka mencabuli korban dengan caranya masing-masing,"" katanya.
                                                                          
                                                                          Dari hasil pemeriksaan, polisi mendapati dugaan motif empat pelaku di bawah umur AA memerkosa hingga membunuh korban. Niat bejat itu muncul usai kekasih korban sekaligus otak pembunuhan, IS, menonton film porno.
                                                                          ""Kami telah melakukan pemeriksaan terhadap pelaku yang dipandu oleh psikolog Biro SDM Polda Sumsel. Motifnya adalah menyalurkan nafsu,"" ujar Harryo.
                                                                          Dia mengatakan IS mengumpulkan film porno dan video cabul di HP miliknya. Hal itulah, katanya, yang memicu eksplorasi nafsu pelaku utama tersebut.
                                                                          ""Kami telah menyita bukti yang ditemukan di HP pelaku. Ditemukan beberapa video cabul (film porno) yang telah dikumpulkan IS (pelaku utama),"" ujarnya.
                                                                          Dia mengatakan IS dan tiga rekannyamemang sebelumnya sudah memiliki niat untuk berbuat cabul terhadap korban.
                                                                          ""Mereka memang sudah berniat melakukan rudapaksa (pemerkosaan) terhadap korban. Namun, tanpa disadari (pelaku), tindakan tersebut berakibat fatal yang menyebabkan kematian korban,"" ungkap Harryo.
                                                                          Baca berita lengkapnya di sini."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ," Kamis, 05 Sep 2024 19:30 WIB " ,Nasional
Jokowi Minta Jangan Korbankan Rakyat dalam Penanganan Perubahan Iklim    ,"Presiden Joko Widodo (Jokowi) mengingatkan agar tidak ada negara yang mengorbankan rakyat dalam menyelesaikan masalah dampak dari perubahan iklim.
                                                                          Jokowi mengatakan penanganan perubahan iklim butuh pendekatan yang kolaboratif dan berperikemanusiaan. Kolaborasi antara negara maju dan negara berkembang juga diperlukan.
                                                                          
                                                                          ""Dan juga kemanusiaan, agar prosesnya tidak mengorbankan kepentingan rakyat kecil,"" kata Jokowi saat membuka Indonesia International Sustainability Forum di JCC, Jakarta Pusat, Kamis (5/9).
                                                                          Jokowi juga menekankan permasalahan perubahan iklim tidak akan pernah bisa terselesaikan selama negara-negara dunia menggunakan pendekatan ekonomi, menghitung keuntungan sendiri, dan hanya mementingkan egosentrisnya sendiri-sendiri.
                                                                          Menurutnya, ekonomi hijau bukan hanya tentang perlindungan lingkungan, melainkan tentang bagaimana menciptakan kesejahteraan yang berkelanjutan bagi rakyat.
                                                                          ""Dan jangan meragukan komitmen Indonesia dalam mencapai net zero emissions dan berkontribusi bagi dunia yang lebih jauh,"" kata dia.
                                                                          Ia memaparkan Indonesia memiliki potensi energi yang melimpah mencapai lebih dari 3.600 Gigawatt. Ia juga memamerkan Indonesia juga memiliki PLTS Apung di Waduk Cirata dengan kapasitas 192 Megawatt peak (MWp) yang menurutnya terbesar di Asia Tenggara, dan terbesar ketiga di dunia.
                                                                          
                                                                          Selain itu, Jokowi juga memamerkan Indonesia yang memiliki potensi besar dalam penyerapan karbon melalui hutan mangrove yang juga terbesar di dunia dengan luas 3,3 juta hektare.
                                                                          Jutaan hektare hutan mangrove di Indonesia itu menurutnya mampu menyerap karbon 8 sampai 12 kali lebih baik dibandingkan hutan hujan tropis. Pun Indonesia juga memiliki Kawasan Industri Hijau seluas 13 ribu hektare.
                                                                          ""Tapi semua itu tidak akan memberi dampak signifikan bagi percepatan penanganan dampak perubahan iklim,"" jelas Jokowi.
                                                                          ""Selama negara maju tidak berani berinvestasi, selama riset dan teknologi tidak dibuka secara luas, dan selama pendanaan tidak diberikan dalam skema yang meringankan negara berkembang,"" imbuhnya."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ," Kamis, 05 Sep 2024 19:21 WIB " ,Nasional
Kejati Sumut Juara I Penggunaan Aplikasi Inteliz di Bidang Intelijen     ,"Kejaksaan Tinggi Sumatera Utaramemperoleh penghargaan sebagai Juara I Pelaporan Melalui Aplikasi Inteliz Terkait Capaian Kinerja Bidang Intelijen pada kegiatan Rapat Kerja Teknis (Rakernis) Kejaksaan RI Tahun 2024 di Jakarta.
                                                                          Piagam Penghargaan diserahkan langsung oleh Plt. JAM Intel Leonard Ebenezer Simanjuntak dan Sesjamintel Sarjono Turin kepada Kajati Sumut Idianto. Namun kehadiran Idianto diwakili Asintel Kejati Sumut Andri Ridwan.
                                                                          Aplikasi Inteliz Kejaksaan memiliki beberapa fungsi, di antaranya memudahkan pembuatan laporan intelijen. Aplikasi ini memainkan peran penting dalam meningkatkan efisiensi pengumpulan, analisis, dan pemetaan data intelijen.
                                                                          Pada acara penutupan Rakernis Kejaksaan RI tahun 2024, Jaksa Agung ST Burhanuddin diwakili Para Jaksa Agung Muda dan Para Kepala Badan resmi menutup sekaligus memberikan sambutan pada Penutupan Rapat Kerja Teknis (Rakernis) Kejaksaan RI Tahun 2024.Jaksa Agung mengucapkan terima kasih kepada seluruh penyelenggara dan peserta yang telah bersama-sama menyukseskan rangkaian kegiatan Rakernis.
                                                                          Jaksa Agung mengharapkan kinerja serapan masing-masing bidang/badan pada tahun ini dapat ditingkatkan melampaui capaian serapan anggaran tahun yang lalu.
                                                                          ""Hasil Rakernis 2024 ini seyogianya merefleksikan capaian kinerja Kejaksaan dalam menjalankan Rencana Pembangungan Jangka Menengah Nasional (RPJMN) tahun 2020-2024 dan Prioritas Nasional Pemerintah tahun 2024 serta Rancangan Teknokratik RPJMN 2025-2029 dan RPJPN 2025-2045 menuju Indonesia Emas 2045,"" ujar Jaksa Agung.
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 18:30 WIB " ,Nasional
KPU Jakarta Ungkap Ada Paslon Serahkan Dokumen Visi Misi Satu Halaman    ,"Komisi Pemilihan Umum (KPU) DKI Jakarta mengungkap ada bakal pasangan calon gubernur dan wakil gubernurPilkada2024 yang menyerahkan dokumen visi dan misi hanya satu halaman.
                                                                          Ketua KPUDKI Jakarta Wahyu Dinata mengatakan hal itu mungkin disebabkan karena terburu-buru dalam proses pendaftaran.
                                                                          ""Ada naskah visi misi, ada yang naskah visi misinya baru satu halaman, karena mungkin buru-buru kemarin, atau ada naskah visi misinya yang belum sesuai dengan RPJPD (Rencana Pembangunan Jangka Panjang Daerah),"" kata Wahyu di Jakarta Pusat, Kamis (5/9).
                                                                          Namun, Wahyu tidak mengungkap siapa bakal paslon yang dimaksud. Selain soal visi misi, ia mengatakan ada beberapa syarat yang belum dilengkapi para paslon.
                                                                          ""Ada yang kurang surat keterangan pailit, ada yang tanda terima penyampaian pemberitahuan pajaknya belum disetorkan, terus ada pas foto yang harusnya background-nya warna putih, ada yang background-nya warna biru, ada yang background-nya warna merah,"" ujarnya.
                                                                          
                                                                          Ketua Divisi Teknis KPU DKI Jakarta Dody Wijaya mengatakan pihaknya tidak menetapkan batasan halaman dokumen untuk visi misi. Namun ia mengimbau dokumen dibuat komprehensif.
                                                                          ""Tentu kami mengimbau untuk bisa dibuat lebih komprehensif, lebih holistik supaya masyarakat bisa menjadi referensi untuk memilih ke depan,"" kata Dody.
                                                                          Selain yang hanya satu halaman, Dody mengatakan ada juga paslon yang sudah lengkap dalam dokumen visi misi.
                                                                          ""Macam-macam ya, ada yang sudah lengkap, ada yang masih perlu untuk diperbaiki. Nanti kita tunggu di masa perbaikan, naskah visi misi akan kami upload di website KPU DKI Jakarta,"" katanya.
                                                                          Sebelumnya, KPU DKI Jakarta menyatakan dokumen persyaratan dari tiga bakal pasangan calon gubernur dan wakil gubernur yang mendaftar belum memenuhi syarat.
                                                                          
                                                                          Para bakal pasangan calon diberi waktu tiga hari sejak Jumat (6/9) hingga Minggu (9/9). KPU nantinya akan kembali memeriksa kelengkapan dokumen persyaratan.
                                                                          Ada tiga pasangan yang telah mendaftar di Pilgub Jakarta. Pertama pasangan Pramono Anung-Rano Karno yang diusung PDIP dan Hanura. Jika ditotal, persentase suara PDIP dan Hanura sebesar 14,46 persen.
                                                                          Kedua, pasangan Ridwan Kamil-Suswono yang diusung 14 partai yakni Gerindra, PKS, Golkar, Demokrat, NasDem, PSI, PKB, Gelora, PBB, Perindo, PAN, PPP, Garuda dan PKN. Akumulasi suara 14 partai ini sekitar 83,46 persen.
                                                                          Sementara pasangan yang terakhir mendaftar adalah Dharma Pongrekun-Kun Wardana yang maju lewat jalur perseorangan atau independen."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ," Kamis, 05 Sep 2024 18:13 WIB " ,Nasional
"Perpanjangan Pendaftaran Pilkada Ditutup, 41 Daerah Lawan Kotak Kosong" ,"KPU menyatakan pelaksanaan Pilkada serentak 2024di 41 daerah akan dilaksanakan dengan hanya ada satu pasangan calon yang akan melawan kotak kosong.
                                                                          Hal tersebut terjadi setelah KPU menutup masa perpanjangan pendaftaran calon kepala daerah khusus bagi daerah dengan calon tunggal pada 4 September pukul 23.59 WIB.
                                                                          Komisioner KPU Idham Holik menjelaskan jumlah pilkada melawan kotak kosong itu sudah berkurang. Ia menyebut ada penambahan pasangan calon di Kabupaten Puhowatu, Gorontalo dan Kabupaten Kepulauan Siau Tagulandang Biaro, Sulawesi Utara.
                                                                          ""Kini Kabupaten Puhowato dan Kepulauan Sitaro yang awalnya di 27-29 Agustus 2024 hanya ada 1 pasangan calon, kini sudah ada dua pasangan,"" kata Idham saat dihubungi, Kamis (5/9).
                                                                          ""Kini tinggal 1 provinsi dan 40 kabupaten/kota yang pasangan calonnya hanya 1 pasangan calon,"" imbuhnya.
                                                                          
                                                                          Jika dirinci, pilkada dengan kotak kosong itu akan terjadi di 1 provinsi, 35 kabupaten, dan 5 kota. Sebelum perpanjangan masa pendaftaran KPU menyebut ada 43 daerah diikuti calon tunggal.
                                                                          Adapun calon tunggal yang akan berkontestasi di Pilkada serentak 2024 akan melawan kotak kosong. Pemilih yang tak setuju dengan pasangan calon boleh mencoblos kotak kosong.
                                                                          Pasangan calon tunggal pun bisa dinyatakan kalah jika tidak berhasil mengumpulkan lebih dari 50 persen suara sah. Jika kalah, pemerintah pusat akan menunjuk penjabat (pj.) kepala daerah untuk memimpin daerah tersebut hingga Pilkada Serentak 2029.
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 17:59 WIB " ,Nasional
Polri Serahkan Buron Eks Walkot Alice Guo ke Filipina Malam Ini          ,"Divisi Hubungan Internasional (Hubinter)Polri resmi menyerahkan buronan bekas Wali Kota Alice Guokepada pemerintah Filipina.
                                                                          Kadiv Hubinter Polri Irjen Krishna Murti mengatakan penyerahan buronan tersebut dilaksanakan sesuai arahan dari Kapolri Jenderal Listyo Sigit Prabowo.
                                                                          Krishna menjelaskan pihaknya langsung berkoordinasi dengan otoritas Filipina guna mendukung penuh upaya penegakan hukum terhadap Alice Guo.
                                                                          ""Kapolri meminta kami mendukung penuh pemerintah Filipina. Sekarang yang bersangkutan (Alice) dipulangkan dengan mekanisme deportasi melalui kerja sama antar kepolisian,"" ujarnya kepada wartawan, Kamis (5/9).
                                                                          
                                                                          Krishna berharap penangkapan serta penyerahan tersebut akan semakin meningkatkan kerja sama penegakan hukum dua negara.
                                                                          ""Ini membuktikan hubungan baik antara Indonesia dengan Filipina. Hubungan yang baik erat dan tahun ini juga sudah 70 kerja sama Indonesia-Filipina sudah berjalan,"" katanya.
                                                                          Sementara itu dalam kesempatan yang sama, perwakilan otoritas Filipina, Benjamin Abalos menyampaikan terima kasih terhadap Polri atas bantuannya menangkap Alice Guo.
                                                                          Benjamin memastikan pihaknya bakal mengikuti seluruh proses administrasi yang berlaku terkait pemulangan Alice Guo ke Filipina pada malam hari ini.
                                                                          ""Saat ini kami sudah memiliki Alice. Tentu saja, kami memiliki beberapa proses yang harus diikuti. Sekarang kami harus mengikuti proses yang harus dilakukan,"" ujarnya.
                                                                          
                                                                          Sebelumnya Divisi Hubungan Internasional (Hubinter) Polri menangkap buronan Alice Guo yang merupakan mantan Wali Kota Filipina. Polri berharap pemerintah Filipina mau mengirimkan buronan utama Badan Narkotika Nasional (BNN), Gregor Has.
                                                                          ""Diharapkan juga hal yang sama Filipina mau mengirimkan buronan utama BNN an Gregor Has, yang sampai saat ini masih dinegosiasikan upaya pertukarannya,"" kata Kadiv Hubinter Polri Irjen Krishna Murti saat dikonfirmasi, Rabu (4/9).
                                                                          Alice Guo yang memiliki nama China, Guo Hua Ping, menjadi buronan Senat Filipina setelah menolak hadir pada penyelidikan Kongres atas dugaan terlibat dalam sindikat kriminal China.
                                                                          Guo kemudian membantah tuduhan tersebut dan bersikeras menyatakan bahwa ia yang lahir di Filipina menghadapi ""tuduhan jahat.""
                                                                          Badan Anti-Pencucian Uang (Anti-Money Laundering Council/AMLC) bulan lalu telah memasukkan tuntutan atas dugaan sejumlah pencucian uang terhadap Guo. Sebanyak 35 lainnya telah dilaporkan ke Departemen Kehakiman.
                                                                          AMLC menduga Guo dan para tersangka lainnya melakukan pencucian uang senilai 100 juta Peso atau setara Rp27,3 miliar.
                                                                          Guo yang diberhentikan dari jabatannya sebagai Wali Kota Bamban, Provinsi Tarlac, diduga kabur ke Malaysia, Singapura, pada Juli. Ia kemudian terbang ke Indonesia pada Agustus lalu menggunakan paspor Filipina, demikian keterangan dari otoritas anti-kriminalitas Filipina."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ," Kamis, 05 Sep 2024 17:42 WIB " ,Nasional
RK Balas Keraguan Rano Karno soal Hunian di Atas Stasiun-Pasar Jakarta   ,"Bakal Calon Gubernur Jakarta Ridwan Kamil yakin gagasan membangun hunian di atas stasiun dan pasar akan menjadi solusi. Ia menyampaikan itu dalam merespons bakal Cawagub Jakarta rivalnya, Rano Karnoyang meragukan ide tersebut.
                                                                          ""Kita lakukan makanya enggak hanya di atas stasiun, ada puluhan di atas pasar-pasar. Jadi dikombinasi Insya Allah itu jadi solusi,"" kata RK ketika ditemui di Jakarta Pusat, Kamis (5/9).
                                                                          RK menilai ide itu sangatlah realistis. Ia menjawab keraguan Rano yang menyebut ide itu bukan solusi utama karena jumlah stasiun di Jakarta yang jumlahnya juga tak begitu banyak.
                                                                          Ia menyatakan poin dari gagasan itu tak bertumpu pada jumlah stasiun. Melainkan, harga lahan di Jakarta yang hari ini semakin mahal.
                                                                          ""Sehingga di mana ada kesempatan lahan-lahan itu didensifikasi untuk perumahan rakyat social housing sesuai juga aspirasi dan arahan Pak Prabowo,"" ujar dia.
                                                                          
                                                                          RK pun menceritakan pengalaman pribadinya yang pernah menetap di hunian di atas stasiun dulu saat tinggal di Hong Kong pada 2001-2003 silam.
                                                                          Ia menyebut kehidupannya kala itu sangatlah produktif karena kemudahan akses dari tempat tinggalnya dulu.
                                                                          ""Turun ke bawah ke basemen langsung ketemu stasiun kereta kan, pulang juga sama,"" ucapnya.
                                                                          Rano sebelumnya menilai gagasan RK mendirikan hunian di atas stasiun di Jakarta itu bukanlah solusi utama. Ia mengaitkannya dengan stasiun di Jakarta yang menurutnya jumlahnya tak begitu banyak.
                                                                          ""Itu kan salah satu solusi, bukan solusi utama. Stasiun di Jakarta bisa dihitung, Tanah Abang, Manggarai, populasi di situ paling berapa sih?"" kata Rano di Bogor, Selasa (3/9) mengutip Detik.com.
                                                                          ""Sebetulnya apa, ya? Itu ya mungkin intuisi seorang arsitek. Melihat kebakaran daerah Manggarai, korban rumah banyak. Ya kenapa, Pak? Gang kecil, sumber air nggak ada, infrastruktur juga begitu,"" imbuhnya.
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 17:38 WIB " ,Nasional
