judul,isi,tanggal,kategori
FOTO: Kala Jutaan Warga Nigeria Terdampak Banjir Bandang,"Sekitar satu juta orang terdampak banjir besar di Kota Maiduguri, Nigeria timur laut, yang melanda sejak Selasa (10/9).","Jumat, 13 Sep 2024 21:54 WIB",Internasional
Menlu RI Retno Marsudi Dipilih Sekjen PBB Jadi Utusan Khusus,"Sekretaris Jenderal Perserikatan Bangsa-Bangsa (Sekjen PBB) Antonio Guterres menunjuk Menteri Luar Negeri Retno Marsudiditunjuk menjadi utusan khusus dari organisasi dunia ini.
Guterres mengumumkan penunjukan Retno pada hari ini, Jumat (13/9). Ia dipilih menjadi utusan khusus di bidang air.

""Ini bertujuan untuk menggalang kemitraan dan upaya bersama guna memajukan agenda air, termasuk menindaklanjuti hasil Konferensi Air Perserikatan Bangsa-Bangsa (PBB) 2023,"" demikian rilis resmi PBB.
Retno akan memangku jabatan sebagai Utusan Khusus Bidang Air pada 1 November 2024, usai menyelesaikan tugas pemerintah.
Utusan Khusus akan memanfaatkan hasil konferensi air sebagai persiapan menuju berbagai proses air global, khususnya Konferensi Air PBB 2026.
Retno akan mendukung upaya-upaya untuk memastikan masa depan yang aman bagi semua orang dengan mengadvokasi kerja sama politik, ekonomi, dan sosial-budaya yang lebih kuat di semua tingkatan.
Utusan Khusus juga akan bertugas meningkatkan kerja sama dan sinergi internasional dari berbagai proses air internasional dalam mendukung pencapaian semua tujuan dan sasaran yang terkait dengan air.


Salah satunya Tujuan Pembangunan Berkelanjutan (SDG) 6 dari Agenda 2030 untuk Pembangunan Berkelanjutan.
Selain itu, Retno akan bertugas sebagai pembela dan advokat tingkat tinggi dalam isu-isu air dan sanitasi, mengangkat isu-isu air sebagai prioritas utama dalam agenda politik di dalam dan di luar PBB, mengumpulkan para pemangku kepentingan dari berbagai kalangan, memperkuat kerja sistem PBB, dan memobilisasi tindakan serta sumber daya keuangan untuk mengatasi krisis air global.
""Mewakili Sekretaris Jenderal Perserikatan Bangsa-Bangsa dalam proses air global, Ibu Marsudi juga akan bekerja dengan UN-WATER dan para anggotanya dalam mendukung pelaksanaan Strategi Sistem PBB tentang Air dan Sanitasi di semua tingkatan, sejalan dengan Kerangka Akselerator Global SDG 6,"" lanjut rilis PBB.

Retno memiliki pengalaman dalam diplomasi dengan durasi waktu yang tak tanggung-tanggung.
Dia menjadi Menteri Luar Negeri Indonesia pada 2014-2024. Selama bertugas, Retno mengawasi penyelenggaraan Forum Air Dunia ke-10 di Bali 2024, yang menghasilkan Deklarasi Menteri yang disepakati secara konsensual sebagai hasil dari Forum tersebut.
Selama menjadi Menlu, Retno berhasil membawa Indonesia menjadi anggota tidak tetap Dewan Keamanan PBB pada 2019-2020, memegang Presidensi G20 pada 2022 hingga menjadi Ketua ASEAN pada 2023.

Pada 2021, saat pandemi Covid-19 menghantam, Retno ditunjuk menjadi Co-Chair COVAX Advance Market Commitment (AMC) Engagement Group. Jabatan ini mendukung partisipasi 92 negara ekonomi menengah ke bawah dan berpendapatan rendah dalam Fasilitas COVAX dan memastikan akses yang adil terhadap vaksin COVID-19.
Dia juga pernah menjabat sebagai Duta Besar Indonesia untuk Belanda pada 2012-2014 serta Duta Besar untuk Islandia dan Norwegia pada 2005-2008."," Jumat, 13 Sep 2024 21:00 WIB ",Internasional
Inggris Bantah Diplomat di Rusia Jadi Mata-mata: Tak Berdasar,"PemerintahInggris membantah tuduhanRusia yang menyebut enam diplomat mereka di negara tersebut menjadi mata-mata.
Inggris menyebut tuduhan Rusia ""betul-betul tak berdasar.""

Kantor Persemakmuran dan Pembangunan Luar Negeri di London menyatakan langkah Rusia merupakan tindakan balasan terhadap negara Barat.
""Kami tak menyesali soal melindungi kepentingan nasional kami,"" demikian rilis resmi kantor itu.
Komentar Inggris muncul usai Rusia mencabut izin enam diplomat mereka karena diduga menjadi mata-mata dan melakukan spionase.


Badan intelijen Rusia, Dinas Keamanan Negara (FSB), mengambil langkah itu karena para diplomat dianggap ""mengancam keamanan.""
""Sebagai tindakan balasan atas berbagai tindakan tak bersahabat di London, Kementerian Luar Negeri Rusia telah mencabut akreditasi enam pegawai dari departemen politik Kedutaan Besar Inggris di Moskow,"" demikian rilis FSB.
FSB juga menuding para diplomat melakukan ""kegiatan subversif dan pengumpulan informasi intelijen.""
Sebelum itu, Presiden Vladimir Putin mewanti-wanti Barat jika mereka mengizinkan penggunaan senjata jarak jauh oleh Ukraina untuk menyerang Rusia.

Jika Inggris dan para sekutunya memberi lampu hijau, artinya mereka akan berperang dengan Rusia.
Inggris dan Rusia dalam beberapa tahun terakhir memiliki hubungan yang buruk. Pada Mei, Inggris mengusir diplomat Rusia yang bertugas di negara tersebut karena dugaan spionase.
Diplomat itu adalah Kolonel Maxim Elovik yang menjabat sebagai atase pertahanan sejak 2014.
Tindakan Inggris juga mencakup penutupan beberapa kantor diplomatik Rusia dan pembatasan baru visa diplomatik.

Rusia dan Inggris bersitegang sejak invasi Negeri Beruang Merah ke Ukraina.
Inggris menuding Rusia mencaplok Ukraina. Sementara itu, Rusia menuduh Inggris terlibat dalam perang di Ukraina dengan terus memasok senjata."," Jumat, 13 Sep 2024 20:30 WIB ",Internasional
"Trump Tolak Debat Capres AS Ketiga dengan Kamala Harris, Ada Apa?","Calon presiden Amerika Serikat dari Partai Republik, Donald Trump, mengatakan tidak akan ikut debat capres ketiga menjelang pemilu presiden pada November mendatang.
""Tidak akan ada debat ketiga!"" tulis Trump di media sosial Truth Social, seperti diberitakan Al Jazeera.

Pernyataan ini disampaikan Trump beberapa hari usai debat kedua melawan capres dari Partai Demokrat Kamala Harris pada Selasa (10/9) waktu setempat.
Usai debat, para pengamat menyebut Harris yang unggul dibandingkan Trump. Penampilan wapres AS itu disebut lebih matang, dibandingkan Trump yang ""tidak jelas"".
""Di bawah sorotan lampu, rakyat AS dapat melihat pilihan yang akan mereka hadapi di kotak suara: antara maju bersama Kamala Harris atau mundur bersama Trump,"" kata kepala tim kampanye Harris, Jen O'Malley Dillon.
Kubu Harris langsung menantang Trump untuk debat lanjutan, dengan tujuan membangun momentum. Namun Trump langsung menolak kemungkinan debat lanjutan tersebut.

""Ketika seorang petinju kalah dalam pertarungan, kata-kata pertama yang keluar dari mulutnya adalah, 'SAYA INGIN PERTANDINGAN ULANG,'"" tulis Trump.
Jajak pendapat menunjukkan bahwa pemilih AS menganggap Harris unggul dalam debat tersebut.
Pada Kamis (12/9), survei Reuters dan firma riset Ipsos mengungkap bahwa 53 persen pemilih menganggap Harris yang lebih menguasai debat. Hanya 24 persen pemilih yang mendukung Trump usai debat kemarin.

Jajak pendapat yang dirilis CNN usai debat juga menunjukkan mayoritas pemilih menganggap Harris unggul dari Trump, dan jajak pendapat YouGov menunjukkan 54 persen responden menganggap Harris lebih unggul.
Namun hasil jajak pendapat ini belum jadi penentu hasil pemilu pada 5 November mendatang. Jajak pendapat juga menunjukkan persaingan antara Harris dan Trump cukup ketat.
Selain itu, sebanyak 54 persen responden merasa satu kali debat sudah cukup. Sementara itu, 46 persen responden mengatakan ingin debat kedua.



"," Jumat, 13 Sep 2024 20:10 WIB ",Internasional
Sekutu Dekat Putin Tuding NATO Terlibat Perang di Ukraina,"Ketua DPRRusia sekaligus sekutu dekat Presiden Vladimir Putin, Vyacheslav Volodin, menuding Aliansi Pakta Pertahanan Atlantik Utara (NATO) terlibat dan menjadi peserta dalam perang Ukraina.
Volodin mengatakan NATO terlibat erat dalam keputusan militer yang diambil Ukraina. Aliansi ini telah mengerahkan penasihat militer dan instruktur aliansi ni ke Ukraina sejak invasi.

""Mereka (personel NATO) menentukan kota-kota mana di negara kita yang akan diserang, mengoordinasikan aksi militer, dan memberi perintah,"" kata dia pada Jumat (13/9), dikutip Reuters
Dia lalu berujar, ""NATO telah menjadi peserta dalam aksi militer di Ukraina. Mereka mengobarkan perang terhadap negara kita.""
Volodin juga mengatakan saat ini Amerika Serikat, Jerman, Inggris, Prancis tengah mendiskusikan kemungkinan serangan dari Ukraina menggunakan senjata jarak jauh ke Rusia.


Menurut ketua DPR tersebut, tindakan itu sebagai upaya menyamarkan dan menyembunyikan partisipasi langsung NATO dalam aksi militer.
Faktanya, lanjut dia Amerika Serikat dan negara-negara sekutu mencoba melibatkan diri untuk melakukan agresi terhadap Rusia.

Komentar Volodin muncul setelah Putin mewanti-wanti negara Barat akan langsung berperang dengan Rusia jika mengizinkan Ukraina menyerang wilayah Negeri Beruang Merah dengan rudal jarak jauh buatan Barat.
Langkah itu, kata Putin, akan mengubah arah konflik."," Jumat, 13 Sep 2024 19:30 WIB ",Internasional
"Giliran Myanmar Dihantam Topan Yagi, 33 Tewas-Jembatan Hancur","Sebanyak 33 orang tewas karena banjir dan longsor di Myanmar akibat hantaman TopanYagi.
Topan Yagi telah menghantam empat negara di Asia Tenggara: Vietnam, Laos, Myanmar, hingga Thailand dan menyebabkan ratusan orang meninggal.

Di Myanmar saat ini warga menghadapi banjir dan longsor, terutama mereka yang tinggal di Naypyidaw.
Salah satu penduduk di Naypyidaw mengatakan dia dan anaknya berlindung di pohon untuk menghindari banjir bandang.
""Air tiba-tiba mencapai desa pada malam hari, tak ada waktu untuk berlari,"" kata dia, dikutip AFP.
Warga itu kemudian berujar, ""Kami baru diselamatkan beberapa saat kemudian.""

Dia menyebut tim penyelamat datang 30 menit lebih lambat keluarganya akan meninggal.
Beberapa penduduk desa tampak menggunakan rakit darurat untuk mengangkut harta benda, sementara yang lain menggiring ternak ke tempat lebih tinggi.
""Ini pertama kalinya saya mengalami banjir seperti ini,"" kata penduduk lain.
""Kami tidak punya waktu untuk mempersiapkan diri. Itu adalah pengalaman yang sangat menakutkan,"" imbuh dia.

Banjir dan longsor juga menyebabkan bangunan hingga jembatan hancur.
Di negara lain, Vietnam, telah menyebabkan ratusan orang meninggal dan ribuan orang mengungsi."," Jumat, 13 Sep 2024 18:56 WIB ",Internasional
Belanda Menerapkan Aturan Kewarganegaraan Tunggal atau Ganda?,"Belandamerupakan negara yang menganut asas Ius Sanguinis. Asas ini merupakan asas kewarganegaraan yang didasari oleh keturunan.
Sebagai contoh, seseorang lahir di Indonesia, tetapi orang tuanya merupakan keturunan Belanda akan tetap menjadi orang Belanda. Sebab, orang tuanya merupakan keturunan Belanda.

Namun, apakah Belanda merupakan negara yang mengakui dua kewarganegaraan?
Apakah seorang yang lahir di Indonesia, tetapi orang tuanya merupakan keturunan Belanda akan menjadiwarga Belanda sekaligus orang Indonesia?
Secara mendasar, Belanda hanya mengakui satu kewarganegaraan. Aturan itu berlaku sejak 2014. Namun, Belanda bisa mengizinkan seseorang di negaranya untuk memperoleh dua kewarganegaraan dengan sejumlah kondisi tertentu.
Misalnya, ada seorang dari Indonesia yang ingin menjadi warga negara Belanda. Itu berarti, menurut aturan, ia harus melepaskan status kewarganegaraannya di Indonesia, dikutip dari situs I Am Amsterdam.

Meski begitu, seseorang tersebut sebetulnya tetap bisa mempertahankan status kewarganegaraannya di Indonesia.
Dengan kata lain, ia bisa menjadi warga negara Belanda sekaligus warga negara Indonesia. Namun untuk mendapatkan kesempatan ini, ada sejumlah syarat yang harus dipenuhi. Berikut merupakan syarat-syarat yang dimaksud.
Bersambung ke halaman berikutnya..."," Jumat, 13 Sep 2024 18:12 WIB ",Internasional
Malaysia Panggil Bos GISB Diduga soal Kekerasan Seks Anak,"Polisi Malaysia memanggil manajemen grup bisnis Islam Global Ikhwan Services and Business (GISB) hari ini (13/9), diduga terkait kasus kekerasan seksual terhadap anak-anak.
Inspektur Jenderal Polisi Razarudin Husaidin mengatakan petugas akan memanggil pengurus GISB untuk diinterogasi dan tak menutup kemungkinan ada penangkapan.

Razarudin juga mengatakan penyelidikan kasus ini masih berlangsung. Penyelidikan juga bisa meluas mencakup tuduhan penipuan dan pencucian uang, demikian dikutip Straits Times.
Pemanggilan ini berlangsung usai polisi menggerebek 20 tempat yang dioperasikan GISB. Petugas juga menangkap 171 orang.
Dari jumlah orang yang ditangkap, sebanyak 159 telah ditahan sembari menunggu penyelidikan, sementara yang lain merupakan orang-orang di bawah umur dan segera dibebaskan.
Dalam penggeledahan, petugas juga menyelamatkan 402 anak-anak yang menderita serangan seksual dan fisik.

Dari jumlah anak yang diselamatkan 172 di antaranya telah menjalani pemeriksaan kesehatan fisik dan mental. Hasilnya, banyak anak yang menunjukkan cedera lama dan baru serta indikasi trauma emosional dan pertumbuhan terhambat.
Razarudin juga mengatakan beberapa anak cacat atau sakit, sementara 13 orang telah disodomi.
Polisi tengah menyelidiki empat laki-laki dan satu perempuan soal kasus sodomi.

Para anak di bawah umur tersebut sebagian besar merupakan anggota GISB generasi ketiga atau keempat. Orang tua mereka bekerja di perusahaan itu dan menelantarkan anaknya saat berusia dua tahun.
""Kami menemukan contoh anak-anak yang orang tuanya bekerja di Arab Saudi selama enam tahun, tetapi anak-anak mereka tetap tinggal di sini,"" ujar Razarudin, dikutip Reuters.
Dia kemudian berujar, ""Ini adalah bentuk pengabaian, penyiksaan, dan pemaparan.""
GISB terlibat dalam bisnis mulai dari supermarket hingga binatu dengan operasi di 20 negara. Perusahaan juga sempat dikaitkan dengan sekte agama Islam terlarang di Malaysia, Al Arqam.
GISB pernah mengakui hubungan dengan Al Arqam. Namun, mereka kini mencitrakan diri sebagai perusahaan berbasis syariat Islam."," Jumat, 13 Sep 2024 17:05 WIB ",Internasional
Media Asing Soroti Polemik Susu Ikan di Program Makan Siang Prabowo,"Sejumlah media asing menyoroti rencana pemerintahan Presiden RI terpilih, Prabowo Subianto, mengganti susu sapi dengansusu ikan untuk program makan siang gratis.
Koran asal Singapura, The Straits Times, melaporkan susu ikan sudah lama menjadi inovasi pemerintah RI. Pada 2023, pememerintah RI memainkan peran kunci dalam meluncurkan susu ikan yang dikembangkan sebagai upaya melakukan hilirisasi produk perikanan.
""Namun, kritikus mengatakan susu ikan mungkin bukan alternatif terbaik bagi anak-anak, mengingat kadar gulanya yang tinggi dan kurangnya dukungan ilmiah yang memadai mengenai manfaat kesehatan jangka panjangnya,"" bunyi laporan The Strait Times berjudul 'Fish milk instead of cow's milk? Idea for Prabowo's free lunch scheme creates a stir in Indonesia'.
Tak hanya The Strait Times, surat kabar asal Australia, The Sydney Morning Herald, juga mewartakan hal serupa.
Dalam artikelnya berjudul 'An Election Promise of Free Food May End Up with Fish Milk on the Menu', koran Negeri Kanguru itu menyoroti rencana mengganti menu susu sapi dengan susu ikan demi menekan anggaran yang bengkak.
Namun, media tersebut juga mempertanyakan soal dampak kesehatan dari susu ikan dan apakah bisa tetap mempertahankan nilai gizi dan nutrisi yang terkandung dalam susu sapi.



""Seperti yang bisa Anda bayangkan, biaya untuk menyediakan semua makanan ini dengan susu dan daging yang memadai sangatlah besar. Dalam bentuk yang sepenuhnya terealisasi pada tahun 2029, hal ini dapat menelan biaya sekitar 44 miliar dolar AS per tahun. Jumlah ini akan menjadi hampir 2 persen dari PDB Indonesia, dan lebih dari dua kali lipat anggaran kesehatan saat ini. Para pengamat dengan wajar mempertanyakan apakah negara ini mampu membiayainya,"" bunyi laporan The Sydney Morning Herald.
Ketua Dewan Pakar Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Raka, Burhanuddin Abdullah mengatakan susu sapi dalam program makan bergizi gratis sangat memungkinkan untuk diganti dengan susu ikan. Burhanuddin mengatakan, opsi lainnya yakni mengganti susu sapi dengan telur.

""Saya kira untuk sementara bisa dimungkinkan untuk (susu sapi) diganti dengan susu ikan atau seperti yang sering dikatakan oleh Pak Prabowo diganti dengan telur,"" ujar Burhanuddin di markas TKN Fanta, Jakarta Pusat, Rabu (11/9).
Sementara itu, Kementerian Kelautan dan Perikanan (KKP) menyebut saat ini sudah ada beberapa produsen susu ikan di Indonesia. Jenis susu ini diharapkan bisa menjadi menu pengganti susu sapi di program makan bergizi gratis Prabowo."," Jumat, 13 Sep 2024 16:18 WIB ",Internasional
Korut Klaim Putin 'Tergila-gila' dengan Kim Jong Un,"Korea Utaramengklaim PresidenRusia Vladimir Putinsangat mengagumi Pemimpin Tertinggi Korut Kim Jong Un.
Putin juga disebut sangat menghormati Kim Jong Un.

Klaim itu disampaikan kepada warga yang mengikuti kuliah wajib di pertemuan unit pengawas lingkungan pada pekan ini. Dua warga Korut yang mengikuti kuliah tersebut menyampaikannya kepada Radio Free Asia (RFA).
Menurut para warga, kuliah ini dibawakan oleh pejabat partai setempat dengan membacakan materi yang diterima dari pemerintah pusat. Kuliah ini dimaksudkan untuk memperkuat kesetiaan penduduk kepada Kim Jong Un.
""Sesi kuliah minggu ini memberi tahu warga mengenai kekaguman tak terbatas Presiden Rusia [Vladimir Putin] terhadap pemimpin Kim Jong Un,"" kata seorang warga dari Provinsi Hamgyong Utara kepada RFA Korean.


Berdasarkan klaim Korut, saking kagum dan hormatnya Putin, Presiden Rusia itu sampai tiba 30 menit lebih awal demi bertemu Kim Jong Un di Vladivostok pada April 2019 lalu.
""Setiap kali Presiden Putin bertemu dengan para pemimpin dunia, dia terlambat karena dia meremehkan negara lain dan memiliki rasa superioritas yang unik. Tapi ketika bertemu dengan Kim Jong Un, dia menunjukkan kekagumannya,"" ucap warga tersebut.

Rusia memang memiliki hubungan dekat dengan Korea Utara sejak Putin melancarkan invasi ke Ukraina pada Februari 2022 lalu.
Di saat banyak pemimpin global ragu untuk terlibat dengan Rusia buntut invasi, Korea Utara justru terang-terangan bersedia menjalin kerja sama dengan Kremlin. Pyongyang secara terbuka juga menyatakan dukungan terhadap perang Rusia-Ukraina.
Karena dukungan ini, Amerika Serikat menuduh Rusia menggunakan senjata Korea Utara dalam invasinya di Ukraina. Pyongyang dan Moskow kompak membantah tuduhan tersebut.
Putin dan Kim sendiri beberapa kali bertemu baik di Rusia maupun di Korea Utara. Pertemuan terbaru keduanya terjadi pada September 2023 dan Juni 2024.

Dalam pertemuan pada Juni 2024 di Pyongyang, kedua pemimpin itu bahkan saling berjanji untuk membantu satu sama lain jika ada yang diserang.
Terkait Putin yang tiba lebih awal, pada faktanya tak setiap bertemu ia bersikap demikian. Pada pertemuan Putin dan Kim Juni lalu, Putin terlambat datang beberapa jam sehingga mengacaukan jadwal kunjungan yang mestinya dua hari menjadi satu hari. Hal ini tidak disampaikan dalam kuliah.
Putin beri hadiah mobil mewah buat Kim Jong Un
Dalam sesi kuliah yang sama, Putin juga disebut memberikan hadiah mobil mewah kepada Kim Jong Un karena rasa kagumnya terhadap sang pemimpin Pyongyang.
Namun, saat mendengar pernyataan tersebut, para penduduk bukannya terkagum malah mencibir.
""Beberapa penduduk [diam-diam] protes dengan mengatakan, 'Jika saya kepala negara, saya akan meminta makanan, yang memang sangat dibutuhkan, daripada mobil,'"" kata warga tersebut.

Warga paham betul bahwa inti dari kuliah itu untuk menanamkan rasa hormat terhadap Kim Jong Un. Mereka yang hidup kesulitan pun hanya mendengarkan seadanya.
""Warga yang bahkan tidak bisa makan satu kali dengan layak tidak mendengarkan propaganda pemerintah,"" ujarnya."," Jumat, 13 Sep 2024 15:43 WIB ",Internasional
Putin Peringatkan AS-NATO Jangan Cari Gara-gara Tantang Rusia Perang,"Presiden Rusia Vladimir PutinperingatkanAmerika Serikat termasuk Aliansi Pakta Pertahanan Atlantik Utara (NATO) jangan cari gara-gara tantang Moskow berperang.
Pernyataan Putin muncul saat dia mewanti-wanti Barat soal izin penggunaan senjata jarak jauh oleh Ukraina untuk menyerang Rusia.

""Ini artinya negara anggota NATO, Amerika Serikat dan negara-negara Eropa, mau berperang lawan Rusia,"" kata Putin ke awak media pada Kamis (12/9), dikutip CNN.
Dia lalu berujar, ""Dan jika memang demikian, maka, dengan mempertimbangkan perubahan esensi konflik, kami akan mengambil keputusan yang tepat dalam menanggapi ancaman yang akan ditujukan kepada kami.""
Putin juga menyinggung kemungkinan keterlibatan personel NATO secara langsung dalam perang.
Sejak invasi Rusia ke Ukraina, NATO mengerahkan penasihat dan instruktur militer ke negara pimpinan Volodymyr Zelensky.





""Tentara Ukraina tak mampu menggunakan sistem jarak jauh berpresisi tinggi mutakhir yang dipasok Barat tanpa bantuan NATO dalam penargetan,"" ungkap Putin.
Militer AS sebetulnya sudah menyediakan intelijen ke Ukraina dan membantu dalam penargetan ke Rusia.
Komentar Putin muncul saat AS dan NATO tampak kian terbuka dengan kemungkinan mengizinkan pasukan Ukraina menggunakan sistem persenjataan jarak jauh untuk menyerang target militer Rusia.
Menteri Luar Negeri Amerika Serikat Antony Blinken mengatakan Gedung Putih sedang mempertimbangkan untuk mencabut pembatasan penggunaan senjata bagi Ukraina.
AS selama ini mengizinkan serangan lintas batas terbatas ke RUsia menggunakan senjata yang disediakan.
Di internal AS, para legislator meminta pemerintah melonggarkan pembatasan karena Ukraina sedang berjuang di medan perang dan berisiko didesak mundur Rusia.

Salah satu tokoh penting dari Partai Republik di DPR juga menyurati Biden menggemana seruan Ukraina untuk mencabut pembatasan.
Namun, hingga kini Presiden Joe Biden belum menyetujui penggunaan senjata jarak jatuh untuk menyerang negara pimpinan Putin.
Pejabat AS sebelumnya telah mewanti-wanti jika Barat membiarkan Ukraina menyerang jauh ke wilayah Rusia bisa memicu eskalasi konflik.
Rusia telah menginvasi Ukraina selama lebih dari dua tahun. Hingga kini tak ada tanda-tanda gencatan senjata."," Jumat, 13 Sep 2024 15:08 WIB ",Internasional
"Korban Tewas Topan Yagi di Vietnam Jadi 226 Orang, 100 Masih Hilang","Jumlah korban tewas akibat Topan Yagi yang menyebabkan banjir dan tanah longsor di Vietnam, kini bertambah menjadi 226 orang per Kamis (12/9) waktu setempat.
Lebih dari 100 orang masih hilang, dan sekitar 800 orang terluka akibat bencana ini.

Di Vietnam utara tanah longsor dan banjir bandang masih merendam sejumlah wilayah, sementara banjir juga masih terjadi di beberapa distrik di ibu kota Hanoi.
Pemerintah kota Hanoi sebelumnya juga telah mengevakuasi ribuan orang yang tinggal di dekat Red River yang meluap, di mana ketinggian air sempat naik ke level tertinggi dalam 20 tahun terakhir.
""Banyak kesedihan di kota ini dan kekhawatiran menjelang malam. Banyak orang yang hampir tidak memiliki apa pun, kini kehilangan segalanya,"" kata CEO Yayasan Anak-anak Blue Dragon, Skye Maconachie.

Hal senada diungkap warga di Provinsi Thai Nguyen, Hoang Van Ty. Dia mengaku tak pernah menyangka rumahnya akan terendam air sangat dalam.
""Pakaian dan perabotan saya semuanya terendam air. Banyak barang juga yang hanyut, tetapi untungnya saya menutup pintu sehingga banyak yang bisa diselamatkan,"" ungkap Hoang.
Pada Kamis (12/9) malam, badan prakiraan cuaca pemerintah mengatakan bahwa sungai di Hanoi mulai surut.

Tanah longsor dan banjir telah menggenangi lebih dari 200 ribu hektar sawah dan tanaman di Vietnam utara. Topan Yagi juga berdampak pada pasokan listrik dan pabrik di provinsi Haiphong dan Quang Ninh.
Sementara itu sejauh ini Kementerian Luar Negeri RI memastikan tidak ada laporan WNI terdampak topan Yagi di Vietnam.
""KBRI (Kedutaan Besar RI) Hanoi telah berkoordinasi dengan otoritas setempat dan simpul masyarakat Indonesia,"" kata Direktur Perlindungan WNI Kemlu RI, Judha Nugraha, Kamis (12/9).
""Hingga saat ini, tidak ada informasi mengenai WNI yang menjadi korban,"" imbuh Judha.
Menurut data yang dihimpun KBRI Hanoi berdasarkan data lapor diri, ada sebanyak 951 WNI yang berada di Vietnam. Mayoritas WNI tersebut menetap di wilayah Vietnam bagian selatan.







"," Jumat, 13 Sep 2024 14:36 WIB ",Internasional
Rusia Cabut Izin Enam Diplomat Inggris karena Dugaan Mata-mata,"Rusiamencabut akreditasi enam diplomatInggris karena diduga mata-mata atau spionase, Jumat (13/9).
Badan intelijen Rusia, Dinas Keamanan Negara (FSB), mengambil langkah itu karena para diplomat dianggap ""mengancam keamanan.""

""Sebagai tindakan balasan atas berbagai tindakan tak bersahabat di London, Kementerian Luar Negeri Rusia telah mencabut akreditasi enam pegawai dari departemen politik Kedutaan Besar Inggris di Moskow,"" demikian rilis FSB.
FSB juga menuding para diplomat melakukan ""kegiatan subversif dan pengumpulan informasi intelijen.""
Inggris dan Rusia dalam beberapa tahun terakhir memiliki hubungan yang buruk. Pada Mei, Inggris mengusir enam diplomat Rusia yang bertugas di negara tersebut karena dugaan spionase.


Diplomat itu termasuk Kolonel Maxim Elovik yang menjabat sebagai atase pertahanan sejak 2014.
Tindakan tersebut mencakup penutupan beberapa kantor diplomatik Rusia dan pembatasan baru visa diplomatik.

Rusia dan Inggris bersitegang sejak invasi Negeri Beruang Merah ke Ukraina.
Inggris menuding Presiden Vladimir Putin ingin mencaplok Ukraina dan menjadi bagian Rusia. Sementara itu, Rusia menuduh Inggris terlibat dalam perang di Ukraina dengan terus memasok senjata."," Jumat, 13 Sep 2024 13:57 WIB ",Internasional
FOTO: Penampakan Fasilitas Nuklir Korea Utara Ditinjau Kim Jong Un,"Pemimpin Tertinggi Korea Utara, Kim Jong Un, mengunjungi fasilitas pengayaan uranium yang merupakan salah satu material utama mengembangkan nuklir.","Jumat, 13 Sep 2024 12:50 WIB",Internasional
"Pulang ke Roma, Paus Fransiskus Akhiri Tur Terlama di Asia-Pasifik","Pemimpin Gereja Katolik Dunia sekaligus Kepala Negara Vatikan, Paus Fransiskus, merampungkan perjalanan apostoliknya di Asia-Pasifik hari ini, Jumat (13/9).
Paus Fransiskus langsung bertolak ke Roma, Italia, usai melakukan sejumlah kunjungan di Singapura pagi ini.

Berdasarkan siaran langsung Keuskupan Agung Katolik Roma Singapura, pesawat Singapore Airlines yang membawa sang Bapa Suci lepas landas sekitar pukul 12.30 waktu Singapura. Pesawat itu akan mendarat langsung di bandara Roma.
Tur apostolik di Asia-Pasifik ini menjadi perjalanan terpanjang Paus Fransiskus selama menjabat Paus Vatikan. Total, ia telah melakukan kunjungan selama 12 hari, yang dimulai dari Indonesia, dilanjutkan dengan Papua Nugini, Timor Leste, dan berakhir di Singapura.
Sejumlah pihak sempat khawatir tur apostolik ini tak berjalan lancar karena masalah kesehatan Paus Fransiskus.
Paus berusia 87 tahun tersebut sempat menjalani operasi hernia pada Juni 2023 dan terserang flu serta bronkitis awal tahun ini.
Selama di empat negara Asia-Pasifik, Paus Fransiskus terlihat mengandalkan kursi roda untuk mobilitas. Ia sudah menggunakan kursi roda sejak 2022 karena nyeri lutut dan panggul.





Di beberapa kesempatan, Paus juga terlihat kelelahan dan kesulitan membuka mata ketika mendengarkan pembacaan liturgi larut malam atau selama menyaksikan parade militer formal.
Meski begitu, Paus Fransiskus menepis kekhawatiran akan kesehatannya karena selalu bersemangat setiap kali bertemu dan bertukar sapa dengan orang-orang terutama anak-anak. Ia juga tak lelah membujuk semua pihak membantu dan memperhatikan mereka yang membutuhkan.
Kondisi cuaca dan perbedaan waktu yang senjang tak menyurutkan semangat Paus Fransiskus menyampaikan pesan-pesan mendalam kepada para pejabat negara maupun umat Katolik.
Paus salah satunya berpesan kepada para pemimpin untuk tidak melupakan orang miskin dan terpinggirkan.
Di Indonesia selaku negara mayoritas Muslim terpadat di dunia, Paus Fransiskus mengunjungi Masjid Istiqlal untuk menyampaikan pesan bersama melawan konflik dan perubahan iklim.

Di Papua Nugini, Paus Fransiskus mengingatkan penduduk di sebuah desa untuk menghentikan kekerasan dan meninggalkan takhayul serta sihir.
Ia juga menyampaikan pesan kepada para pemimpin politik dan pebisnis untuk menguntungkan ""seluruh komunitas"" atas kekayaan sumber daya alam negara.
Di Timor Leste, Paus Fransiskus memuji era baru ""perdamaian"" sejak negara itu merdeka dari Indonesia pada 2002.
Dan di Singapura, Paus Fransiskus menyerukan ""perhatian khusus"" bagi para pekerja migran, yang telah berkontribusi besar pada masyarakat dan kemajuan negara. Ia meminta pekerja migran diberikan upah yang layak."," Jumat, 13 Sep 2024 12:24 WIB ",Internasional
